Vehicle ID; Next Stop ID; Updated At; Scheduled Arrival; Predicted Arrival
39425388;2874;2019-01-10T14:08:57-05:00;2019-01-10T14:10:00-05:00;2019-01-10T14:09:47-05:00
39425385;11803;2019-01-10T14:09:06-05:00;2019-01-10T14:08:00-05:00;2019-01-10T14:11:31-05:00
39425378;22173;2019-01-10T14:09:05-05:00;2019-01-10T14:02:00-05:00;null
39425377;28741;2019-01-10T14:08:22-05:00;2019-01-10T14:10:00-05:00;null
39425385;11803;2019-01-10T14:09:55-05:00;2019-01-10T14:08:00-05:00;2019-01-10T14:12:09-05:00
39425388;2874;2019-01-10T14:09:57-05:00;2019-01-10T14:10:00-05:00;2019-01-10T14:10:24-05:00
39425378;1773;2019-01-10T14:10:07-05:00;2019-01-10T14:05:00-05:00;2019-01-10T14:11:13-05:00
39425377;28741;2019-01-10T14:09:22-05:00;2019-01-10T14:10:00-05:00;null
39425385;11803;2019-01-10T14:11:02-05:00;2019-01-10T14:08:00-05:00;2019-01-10T14:12:04-05:00
39424627;28741;2019-01-10T14:10:54-05:00;2019-01-10T14:39:00-05:00;null
39425378;1773;2019-01-10T14:11:12-05:00;2019-01-10T14:05:00-05:00;2019-01-10T14:11:17-05:00
39425377;12759;2019-01-10T14:10:22-05:00;2019-01-10T14:13:00-05:00;2019-01-10T14:15:28-05:00
39425377;12759;2019-01-10T14:11:44-05:00;2019-01-10T14:13:00-05:00;2019-01-10T14:15:07-05:00
39424627;28741;2019-01-10T14:11:50-05:00;2019-01-10T14:39:00-05:00;null
39425378;1775;2019-01-10T14:13:07-05:00;2019-01-10T14:07:00-05:00;2019-01-10T14:13:23-05:00
39425377;12759;2019-01-10T14:12:42-05:00;2019-01-10T14:13:00-05:00;2019-01-10T14:15:52-05:00
39425378;1778;2019-01-10T14:13:54-05:00;2019-01-10T14:11:00-05:00;2019-01-10T14:14:57-05:00
39425377;12759;2019-01-10T14:13:37-05:00;2019-01-10T14:13:00-05:00;2019-01-10T14:16:32-05:00
39424627;28741;2019-01-10T14:13:50-05:00;2019-01-10T14:39:00-05:00;null
39425378;1778;2019-01-10T14:15:01-05:00;2019-01-10T14:11:00-05:00;2019-01-10T14:14:58-05:00
39425385;1805;2019-01-10T14:15:04-05:00;2019-01-10T14:10:00-05:00;2019-01-10T14:15:51-05:00
39425377;12759;2019-01-10T14:14:22-05:00;2019-01-10T14:13:00-05:00;2019-01-10T14:17:30-05:00
39425378;1780;2019-01-10T14:15:58-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:18:24-05:00
39425377;12759;2019-01-10T14:15:40-05:00;2019-01-10T14:13:00-05:00;2019-01-10T14:16:51-05:00
39424627;28741;2019-01-10T14:15:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;1807;2019-01-10T14:17:00-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:17:36-05:00
39425378;1780;2019-01-10T14:16:39-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:19:09-05:00
39425377;2762;2019-01-10T14:16:41-05:00;2019-01-10T14:15:00-05:00;2019-01-10T14:17:37-05:00
39424627;28741;2019-01-10T14:16:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;1807;2019-01-10T14:17:59-05:00;2019-01-10T14:14:00-05:00;null
39425377;2762;2019-01-10T14:17:39-05:00;2019-01-10T14:15:00-05:00;2019-01-10T14:18:02-05:00
39424627;28741;2019-01-10T14:17:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;11809;2019-01-10T14:19:10-05:00;2019-01-10T14:17:00-05:00;2019-01-10T14:19:16-05:00
39425378;1780;2019-01-10T14:18:58-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:21:05-05:00
39425377;2762;2019-01-10T14:18:45-05:00;2019-01-10T14:15:00-05:00;null
39425385;1810;2019-01-10T14:20:11-05:00;2019-01-10T14:18:00-05:00;2019-01-10T14:21:28-05:00
39425378;1780;2019-01-10T14:19:12-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:21:18-05:00
39425377;2612;2019-01-10T14:19:48-05:00;2019-01-10T14:16:00-05:00;2019-01-10T14:20:27-05:00
39425385;1810;2019-01-10T14:21:13-05:00;2019-01-10T14:18:00-05:00;2019-01-10T14:21:41-05:00
39424627;28741;2019-01-10T14:19:51-05:00;2019-01-10T14:39:00-05:00;null
39425378;1780;2019-01-10T14:20:34-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:22:32-05:00
39425377;2612;2019-01-10T14:20:49-05:00;2019-01-10T14:16:00-05:00;null
39425385;1810;2019-01-10T14:22:09-05:00;2019-01-10T14:18:00-05:00;null
39425377;2514;2019-01-10T14:21:03-05:00;2019-01-10T14:20:00-05:00;2019-01-10T14:23:58-05:00
39425385;21772;2019-01-10T14:23:12-05:00;2019-01-10T14:23:00-05:00;2019-01-10T14:23:35-05:00
39425378;1780;2019-01-10T14:23:03-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:23:21-05:00
39424627;28741;2019-01-10T14:22:51-05:00;2019-01-10T14:39:00-05:00;null
39425377;2514;2019-01-10T14:22:49-05:00;2019-01-10T14:20:00-05:00;2019-01-10T14:25:19-05:00
39425385;21773;2019-01-10T14:24:18-05:00;2019-01-10T14:27:00-05:00;2019-01-10T14:26:42-05:00
39424627;28741;2019-01-10T14:22:51-05:00;2019-01-10T14:39:00-05:00;null
39425378;1780;2019-01-10T14:24:13-05:00;2019-01-10T14:14:00-05:00;2019-01-10T14:24:17-05:00
39425377;2514;2019-01-10T14:23:25-05:00;2019-01-10T14:20:00-05:00;2019-01-10T14:24:56-05:00
39425385;21773;2019-01-10T14:25:02-05:00;2019-01-10T14:27:00-05:00;2019-01-10T14:26:58-05:00
39424627;28741;2019-01-10T14:25:01-05:00;2019-01-10T14:39:00-05:00;null
39425377;2514;2019-01-10T14:24:40-05:00;2019-01-10T14:20:00-05:00;2019-01-10T14:25:12-05:00
39425377;2514;2019-01-10T14:25:25-05:00;2019-01-10T14:20:00-05:00;null
39424627;28741;2019-01-10T14:25:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;21773;2019-01-10T14:27:09-05:00;2019-01-10T14:27:00-05:00;2019-01-10T14:27:15-05:00
39425378;31317;2019-01-10T14:27:05-05:00;2019-01-10T14:16:00-05:00;2019-01-10T14:28:03-05:00
39425377;2518;2019-01-10T14:26:44-05:00;2019-01-10T14:24:00-05:00;2019-01-10T14:27:36-05:00
39424627;28741;2019-01-10T14:26:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;12231;2019-01-10T14:28:09-05:00;2019-01-10T14:33:00-05:00;2019-01-10T14:29:44-05:00
39425378;1784;2019-01-10T14:28:05-05:00;2019-01-10T14:18:00-05:00;2019-01-10T14:28:53-05:00
39425377;2518;2019-01-10T14:27:45-05:00;2019-01-10T14:24:00-05:00;2019-01-10T14:27:51-05:00
39425377;34579;2019-01-10T14:28:25-05:00;2019-01-10T14:26:00-05:00;2019-01-10T14:30:12-05:00
39424627;28741;2019-01-10T14:28:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;2521;2019-01-10T14:30:02-05:00;2019-01-10T14:36:00-05:00;2019-01-10T14:31:00-05:00
39425392;17863;2019-01-10T14:30:01-05:00;2019-01-10T14:33:00-05:00;null
39425377;34579;2019-01-10T14:29:40-05:00;2019-01-10T14:26:00-05:00;2019-01-10T14:31:02-05:00
39424627;28741;2019-01-10T14:30:06-05:00;2019-01-10T14:39:00-05:00;null
39425385;2521;2019-01-10T14:31:09-05:00;2019-01-10T14:36:00-05:00;2019-01-10T14:31:33-05:00
39425392;17863;2019-01-10T14:30:57-05:00;2019-01-10T14:33:00-05:00;null
39425377;34579;2019-01-10T14:30:11-05:00;2019-01-10T14:26:00-05:00;2019-01-10T14:31:15-05:00
39425385;2525;2019-01-10T14:32:07-05:00;2019-01-10T14:40:00-05:00;2019-01-10T14:34:07-05:00
39425377;34579;2019-01-10T14:31:40-05:00;2019-01-10T14:26:00-05:00;2019-01-10T14:32:10-05:00
39425385;2525;2019-01-10T14:33:11-05:00;2019-01-10T14:40:00-05:00;2019-01-10T14:34:25-05:00
39425377;34579;2019-01-10T14:32:47-05:00;2019-01-10T14:26:00-05:00;null
39424627;28741;2019-01-10T14:32:50-05:00;2019-01-10T14:39:00-05:00;null
39425385;2525;2019-01-10T14:34:11-05:00;2019-01-10T14:40:00-05:00;2019-01-10T14:34:08-05:00
39425392;17863;2019-01-10T14:33:32-05:00;2019-01-10T14:33:00-05:00;null
39425377;11771;2019-01-10T14:33:46-05:00;2019-01-10T14:29:00-05:00;2019-01-10T14:34:22-05:00
39424627;28741;2019-01-10T14:34:51-05:00;2019-01-10T14:39:00-05:00;null
39425385;2531;2019-01-10T14:35:17-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:36:25-05:00
39425377;11771;2019-01-10T14:34:52-05:00;2019-01-10T14:29:00-05:00;2019-01-10T14:34:48-05:00
39424627;28741;2019-01-10T14:36:04-05:00;2019-01-10T14:39:00-05:00;null
39425377;22173;2019-01-10T14:35:40-05:00;2019-01-10T14:32:00-05:00;2019-01-10T14:36:59-05:00
39425392;1799;2019-01-10T14:36:58-05:00;2019-01-10T14:35:00-05:00;2019-01-10T14:38:43-05:00
39424627;28741;2019-01-10T14:36:15-05:00;2019-01-10T14:39:00-05:00;null
39425385;2531;2019-01-10T14:37:00-05:00;2019-01-10T14:44:00-05:00;null
39425377;22173;2019-01-10T14:36:37-05:00;2019-01-10T14:32:00-05:00;2019-01-10T14:36:57-05:00
39424627;28741;2019-01-10T14:38:09-05:00;2019-01-10T14:39:00-05:00;null
39425377;22173;2019-01-10T14:37:39-05:00;2019-01-10T14:32:00-05:00;null
39424627;28741;2019-01-10T14:39:02-05:00;2019-01-10T14:39:00-05:00;null
39425385;2778;2019-01-10T14:39:05-05:00;2019-01-10T14:48:00-05:00;null
39425392;91391;2019-01-10T14:39:03-05:00;2019-01-10T14:37:00-05:00;2019-01-10T14:40:06-05:00
39425377;1773;2019-01-10T14:38:37-05:00;2019-01-10T14:35:00-05:00;2019-01-10T14:41:17-05:00
39424627;12759;2019-01-10T14:40:09-05:00;2019-01-10T14:42:00-05:00;2019-01-10T14:42:22-05:00
39425392;91391;2019-01-10T14:40:06-05:00;2019-01-10T14:37:00-05:00;2019-01-10T14:40:38-05:00
39425385;2874;2019-01-10T14:40:07-05:00;2019-01-10T14:53:00-05:00;2019-01-10T14:43:04-05:00
39425377;1773;2019-01-10T14:39:42-05:00;2019-01-10T14:35:00-05:00;2019-01-10T14:41:03-05:00
39425392;91391;2019-01-10T14:40:37-05:00;2019-01-10T14:37:00-05:00;2019-01-10T14:40:47-05:00
39425385;2874;2019-01-10T14:41:03-05:00;2019-01-10T14:53:00-05:00;2019-01-10T14:42:51-05:00
39425377;1773;2019-01-10T14:40:39-05:00;2019-01-10T14:35:00-05:00;2019-01-10T14:41:31-05:00
39424627;12759;2019-01-10T14:42:09-05:00;2019-01-10T14:42:00-05:00;2019-01-10T14:43:02-05:00
39425377;1775;2019-01-10T14:41:44-05:00;2019-01-10T14:37:00-05:00;2019-01-10T14:42:20-05:00
39425377;1775;2019-01-10T14:42:34-05:00;2019-01-10T14:37:00-05:00;2019-01-10T14:42:43-05:00
39425392;11803;2019-01-10T14:44:08-05:00;2019-01-10T14:41:00-05:00;2019-01-10T14:45:24-05:00
39425377;9434;2019-01-10T14:43:42-05:00;2019-01-10T14:38:00-05:00;2019-01-10T14:43:50-05:00
39424628;28741;2019-01-10T14:43:55-05:00;2019-01-10T15:08:00-05:00;null
39424627;2762;2019-01-10T14:45:00-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:46:37-05:00
39425392;11803;2019-01-10T14:44:58-05:00;2019-01-10T14:41:00-05:00;2019-01-10T14:44:39-05:00
39425377;9434;2019-01-10T14:44:38-05:00;2019-01-10T14:38:00-05:00;null
39424627;2762;2019-01-10T14:46:13-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:47:14-05:00
39424628;28741;2019-01-10T14:44:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;1805;2019-01-10T14:46:08-05:00;2019-01-10T14:43:00-05:00;2019-01-10T14:47:26-05:00
39425377;1778;2019-01-10T14:45:39-05:00;2019-01-10T14:41:00-05:00;2019-01-10T14:47:08-05:00
39424627;2762;2019-01-10T14:46:50-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:47:20-05:00
39424628;28741;2019-01-10T14:45:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;1805;2019-01-10T14:47:09-05:00;2019-01-10T14:43:00-05:00;2019-01-10T14:47:54-05:00
39425377;1778;2019-01-10T14:46:39-05:00;2019-01-10T14:41:00-05:00;2019-01-10T14:47:40-05:00
39424627;2762;2019-01-10T14:48:05-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:47:20-05:00
39425377;1778;2019-01-10T14:47:39-05:00;2019-01-10T14:41:00-05:00;2019-01-10T14:47:55-05:00
39424628;28741;2019-01-10T14:47:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;1807;2019-01-10T14:49:04-05:00;2019-01-10T14:47:00-05:00;2019-01-10T14:49:11-05:00
39425377;1778;2019-01-10T14:48:40-05:00;2019-01-10T14:41:00-05:00;2019-01-10T14:48:31-05:00
39424627;2612;2019-01-10T14:50:06-05:00;2019-01-10T14:45:00-05:00;2019-01-10T14:50:09-05:00
39424628;28741;2019-01-10T14:48:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;1808;2019-01-10T14:50:04-05:00;2019-01-10T14:48:00-05:00;2019-01-10T14:50:11-05:00
39425377;1778;2019-01-10T14:49:40-05:00;2019-01-10T14:41:00-05:00;null
39424627;2514;2019-01-10T14:51:09-05:00;2019-01-10T14:49:00-05:00;2019-01-10T14:54:20-05:00
39424628;28741;2019-01-10T14:49:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;1808;2019-01-10T14:50:07-05:00;2019-01-10T14:48:00-05:00;2019-01-10T14:50:11-05:00
39425377;1780;2019-01-10T14:50:45-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:53:31-05:00
39424627;2514;2019-01-10T14:52:02-05:00;2019-01-10T14:49:00-05:00;2019-01-10T14:53:40-05:00
39425392;11809;2019-01-10T14:51:57-05:00;2019-01-10T14:50:00-05:00;2019-01-10T14:52:12-05:00
39424628;28741;2019-01-10T14:50:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;1780;2019-01-10T14:51:19-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:54:13-05:00
39424628;28741;2019-01-10T14:51:54-05:00;2019-01-10T15:08:00-05:00;null
39424627;2514;2019-01-10T14:53:06-05:00;2019-01-10T14:49:00-05:00;2019-01-10T14:53:19-05:00
39425392;1810;2019-01-10T14:53:04-05:00;2019-01-10T14:51:00-05:00;2019-01-10T14:54:36-05:00
39425377;1780;2019-01-10T14:52:19-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:54:27-05:00
39424627;2518;2019-01-10T14:54:08-05:00;2019-01-10T14:54:00-05:00;2019-01-10T14:55:20-05:00
39424628;28741;2019-01-10T14:52:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;1780;2019-01-10T14:53:40-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:54:48-05:00
39425392;21772;2019-01-10T14:55:09-05:00;2019-01-10T14:56:00-05:00;2019-01-10T14:56:21-05:00
39424628;28741;2019-01-10T14:53:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;1780;2019-01-10T14:54:26-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:54:54-05:00
39424627;34579;2019-01-10T14:56:03-05:00;2019-01-10T14:57:00-05:00;2019-01-10T14:58:16-05:00
39424628;28741;2019-01-10T14:54:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;1780;2019-01-10T14:55:46-05:00;2019-01-10T14:44:00-05:00;2019-01-10T14:55:50-05:00
39424627;34579;2019-01-10T14:56:57-05:00;2019-01-10T14:57:00-05:00;2019-01-10T14:58:47-05:00
39424628;28741;2019-01-10T14:55:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;21773;2019-01-10T14:57:12-05:00;2019-01-10T15:00:00-05:00;2019-01-10T14:59:28-05:00
39425377;31317;2019-01-10T14:56:47-05:00;2019-01-10T14:46:00-05:00;2019-01-10T14:58:05-05:00
39424627;34579;2019-01-10T14:58:00-05:00;2019-01-10T14:57:00-05:00;2019-01-10T14:58:33-05:00
39424628;28741;2019-01-10T14:56:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;31317;2019-01-10T14:57:34-05:00;2019-01-10T14:46:00-05:00;2019-01-10T14:58:41-05:00
39424627;11771;2019-01-10T14:59:04-05:00;2019-01-10T15:00:00-05:00;2019-01-10T15:00:05-05:00
39424628;28741;2019-01-10T14:57:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;21773;2019-01-10T14:59:06-05:00;2019-01-10T15:00:00-05:00;null
39425377;31317;2019-01-10T14:58:40-05:00;2019-01-10T14:46:00-05:00;2019-01-10T14:59:16-05:00
39425377;31317;2019-01-10T14:59:43-05:00;2019-01-10T14:46:00-05:00;2019-01-10T14:59:48-05:00
39424627;22173;2019-01-10T15:01:09-05:00;2019-01-10T15:03:00-05:00;2019-01-10T15:02:33-05:00
39425392;12231;2019-01-10T15:01:09-05:00;2019-01-10T15:06:00-05:00;2019-01-10T15:01:34-05:00
39424628;28741;2019-01-10T14:59:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;1784;2019-01-10T15:00:42-05:00;2019-01-10T14:48:00-05:00;2019-01-10T15:01:11-05:00
39425392;12231;2019-01-10T15:01:56-05:00;2019-01-10T15:06:00-05:00;2019-01-10T15:01:57-05:00
39424628;28741;2019-01-10T15:00:54-05:00;2019-01-10T15:08:00-05:00;null
39424627;22173;2019-01-10T15:02:04-05:00;2019-01-10T15:03:00-05:00;2019-01-10T15:02:30-05:00
39425377;1784;2019-01-10T15:01:40-05:00;2019-01-10T14:48:00-05:00;2019-01-10T15:01:43-05:00
39425377;17861;2019-01-10T15:02:45-05:00;2019-01-10T14:52:00-05:00;2019-01-10T15:03:09-05:00
39425392;2521;2019-01-10T15:03:23-05:00;2019-01-10T15:09:00-05:00;2019-01-10T15:05:23-05:00
39424628;28741;2019-01-10T15:02:54-05:00;2019-01-10T15:08:00-05:00;null
39425377;17861;2019-01-10T15:03:34-05:00;2019-01-10T14:52:00-05:00;2019-01-10T15:03:38-05:00
39424628;28741;2019-01-10T15:03:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;2521;2019-01-10T15:05:09-05:00;2019-01-10T15:09:00-05:00;2019-01-10T15:06:27-05:00
39424611;17863;2019-01-10T15:04:47-05:00;2019-01-10T15:03:00-05:00;null
39424628;28741;2019-01-10T15:04:54-05:00;2019-01-10T15:08:00-05:00;null
39425392;2521;2019-01-10T15:06:04-05:00;2019-01-10T15:09:00-05:00;2019-01-10T15:06:13-05:00
39424611;17863;2019-01-10T15:05:43-05:00;2019-01-10T15:03:00-05:00;null
39425392;2521;2019-01-10T15:06:44-05:00;2019-01-10T15:09:00-05:00;2019-01-10T15:06:43-05:00
39424627;1773;2019-01-10T15:07:08-05:00;2019-01-10T15:09:00-05:00;2019-01-10T15:07:44-05:00
39424628;28741;2019-01-10T15:06:19-05:00;2019-01-10T15:08:00-05:00;null
39424611;17863;2019-01-10T15:06:30-05:00;2019-01-10T15:03:00-05:00;null
39424627;1775;2019-01-10T15:08:08-05:00;2019-01-10T15:12:00-05:00;2019-01-10T15:09:16-05:00
39424628;28741;2019-01-10T15:07:19-05:00;2019-01-10T15:08:00-05:00;null
39425392;2525;2019-01-10T15:08:03-05:00;2019-01-10T15:13:00-05:00;2019-01-10T15:09:25-05:00
39424611;1799;2019-01-10T15:07:45-05:00;2019-01-10T15:05:00-05:00;2019-01-10T15:08:57-05:00
39424628;12759;2019-01-10T15:09:10-05:00;2019-01-10T15:12:00-05:00;2019-01-10T15:10:47-05:00
39424627;1775;2019-01-10T15:09:06-05:00;2019-01-10T15:12:00-05:00;2019-01-10T15:08:52-05:00
39424611;91391;2019-01-10T15:08:45-05:00;2019-01-10T15:07:00-05:00;2019-01-10T15:11:29-05:00
39425392;2525;2019-01-10T15:10:13-05:00;2019-01-10T15:13:00-05:00;2019-01-10T15:10:06-05:00
39424627;1778;2019-01-10T15:10:12-05:00;2019-01-10T15:16:00-05:00;2019-01-10T15:12:02-05:00
39424611;91391;2019-01-10T15:09:49-05:00;2019-01-10T15:07:00-05:00;2019-01-10T15:10:20-05:00
39424627;1778;2019-01-10T15:10:30-05:00;2019-01-10T15:16:00-05:00;2019-01-10T15:11:50-05:00
39424628;12759;2019-01-10T15:11:03-05:00;2019-01-10T15:12:00-05:00;2019-01-10T15:11:38-05:00
39425392;2531;2019-01-10T15:10:55-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:11:53-05:00
39424611;91391;2019-01-10T15:10:41-05:00;2019-01-10T15:07:00-05:00;null
39424627;1778;2019-01-10T15:12:03-05:00;2019-01-10T15:16:00-05:00;2019-01-10T15:12:40-05:00
39424628;2762;2019-01-10T15:12:05-05:00;2019-01-10T15:13:00-05:00;2019-01-10T15:13:37-05:00
39425392;2531;2019-01-10T15:11:14-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:12:09-05:00
39424611;11803;2019-01-10T15:11:43-05:00;2019-01-10T15:11:00-05:00;2019-01-10T15:12:00-05:00
39425392;2531;2019-01-10T15:12:49-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:13:40-05:00
39424627;1778;2019-01-10T15:13:01-05:00;2019-01-10T15:16:00-05:00;2019-01-10T15:13:45-05:00
39424628;2762;2019-01-10T15:12:34-05:00;2019-01-10T15:13:00-05:00;2019-01-10T15:13:17-05:00
39424611;11803;2019-01-10T15:12:39-05:00;2019-01-10T15:11:00-05:00;2019-01-10T15:12:44-05:00
39424611;11803;2019-01-10T15:13:40-05:00;2019-01-10T15:11:00-05:00;null
39424627;1778;2019-01-10T15:15:06-05:00;2019-01-10T15:16:00-05:00;2019-01-10T15:15:07-05:00
39425392;2531;2019-01-10T15:14:44-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:15:26-05:00
39424628;2612;2019-01-10T15:14:59-05:00;2019-01-10T15:15:00-05:00;2019-01-10T15:15:31-05:00
39424611;11803;2019-01-10T15:14:43-05:00;2019-01-10T15:11:00-05:00;null
39425392;2531;2019-01-10T15:16:06-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:16:34-05:00
39424628;2612;2019-01-10T15:16:11-05:00;2019-01-10T15:15:00-05:00;2019-01-10T15:15:49-05:00
39424627;1780;2019-01-10T15:16:01-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:19:09-05:00
39424611;1805;2019-01-10T15:15:46-05:00;2019-01-10T15:13:00-05:00;2019-01-10T15:16:00-05:00
39425392;2531;2019-01-10T15:16:22-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:16:58-05:00
39424628;2514;2019-01-10T15:17:09-05:00;2019-01-10T15:19:00-05:00;2019-01-10T15:18:58-05:00
39424611;1807;2019-01-10T15:16:44-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:17:36-05:00
39424627;1780;2019-01-10T15:17:41-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:19:51-05:00
39424611;1807;2019-01-10T15:17:48-05:00;2019-01-10T15:17:00-05:00;2019-01-10T15:17:51-05:00
39425392;2531;2019-01-10T15:19:11-05:00;2019-01-10T15:17:00-05:00;null
39424627;1780;2019-01-10T15:18:58-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:21:43-05:00
39424628;2514;2019-01-10T15:19:13-05:00;2019-01-10T15:19:00-05:00;2019-01-10T15:19:08-05:00
39424611;1809;2019-01-10T15:18:48-05:00;2019-01-10T15:19:00-05:00;2019-01-10T15:18:52-05:00
39424627;1780;2019-01-10T15:20:10-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:21:43-05:00
39424628;2518;2019-01-10T15:20:13-05:00;2019-01-10T15:24:00-05:00;2019-01-10T15:21:30-05:00
39425392;2774;2019-01-10T15:20:11-05:00;2019-01-10T15:19:00-05:00;2019-01-10T15:21:06-05:00
39424611;11809;2019-01-10T15:19:50-05:00;2019-01-10T15:20:00-05:00;2019-01-10T15:19:46-05:00
39424628;2518;2019-01-10T15:20:58-05:00;2019-01-10T15:24:00-05:00;2019-01-10T15:21:42-05:00
39425392;2774;2019-01-10T15:21:00-05:00;2019-01-10T15:19:00-05:00;2019-01-10T15:21:02-05:00
39424627;1780;2019-01-10T15:20:16-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:22:27-05:00
39424611;1810;2019-01-10T15:20:36-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:20:46-05:00
39424611;21772;2019-01-10T15:21:45-05:00;2019-01-10T15:26:00-05:00;2019-01-10T15:23:34-05:00
39424627;1780;2019-01-10T15:23:09-05:00;2019-01-10T15:21:00-05:00;2019-01-10T15:24:35-05:00
39424628;34579;2019-01-10T15:23:08-05:00;2019-01-10T15:27:00-05:00;2019-01-10T15:26:05-05:00
39425392;2777;2019-01-10T15:23:13-05:00;2019-01-10T15:22:00-05:00;2019-01-10T15:23:40-05:00
39424611;21772;2019-01-10T15:22:52-05:00;2019-01-10T15:26:00-05:00;2019-01-10T15:23:35-05:00
39424627;1780;2019-01-10T15:23:54-05:00;2019-01-10T15:21:00-05:00;null
39424628;34579;2019-01-10T15:23:59-05:00;2019-01-10T15:27:00-05:00;2019-01-10T15:26:20-05:00
39424611;21772;2019-01-10T15:23:38-05:00;2019-01-10T15:26:00-05:00;2019-01-10T15:23:55-05:00
39424628;34579;2019-01-10T15:25:02-05:00;2019-01-10T15:27:00-05:00;2019-01-10T15:27:01-05:00
39424627;1780;2019-01-10T15:25:01-05:00;2019-01-10T15:21:00-05:00;null
39425392;2874;2019-01-10T15:25:01-05:00;2019-01-10T15:26:00-05:00;2019-01-10T15:26:25-05:00
39424611;21772;2019-01-10T15:24:38-05:00;2019-01-10T15:26:00-05:00;null
39424611;21773;2019-01-10T15:25:36-05:00;2019-01-10T15:30:00-05:00;2019-01-10T15:27:11-05:00
39424627;31317;2019-01-10T15:27:05-05:00;2019-01-10T15:23:00-05:00;2019-01-10T15:28:03-05:00
39425392;2874;2019-01-10T15:27:04-05:00;2019-01-10T15:26:00-05:00;2019-01-10T15:27:12-05:00
39424628;11771;2019-01-10T15:26:58-05:00;2019-01-10T15:30:00-05:00;2019-01-10T15:28:26-05:00
39424611;21773;2019-01-10T15:26:15-05:00;2019-01-10T15:30:00-05:00;2019-01-10T15:27:08-05:00
39424628;11771;2019-01-10T15:28:05-05:00;2019-01-10T15:30:00-05:00;2019-01-10T15:28:49-05:00
39424627;1784;2019-01-10T15:28:05-05:00;2019-01-10T15:25:00-05:00;2019-01-10T15:28:39-05:00
39424611;21773;2019-01-10T15:27:44-05:00;2019-01-10T15:30:00-05:00;2019-01-10T15:27:49-05:00
39424627;1784;2019-01-10T15:28:56-05:00;2019-01-10T15:25:00-05:00;null
39424628;11771;2019-01-10T15:29:06-05:00;2019-01-10T15:30:00-05:00;2019-01-10T15:28:51-05:00
39424629;28741;2019-01-10T15:28:06-05:00;2019-01-10T15:37:00-05:00;null
39424611;12231;2019-01-10T15:28:44-05:00;2019-01-10T15:36:00-05:00;2019-01-10T15:29:51-05:00
39424627;17861;2019-01-10T15:30:10-05:00;2019-01-10T15:29:00-05:00;2019-01-10T15:30:12-05:00
39424628;22173;2019-01-10T15:30:09-05:00;2019-01-10T15:33:00-05:00;2019-01-10T15:31:05-05:00
39424611;12231;2019-01-10T15:29:49-05:00;2019-01-10T15:36:00-05:00;2019-01-10T15:30:45-05:00
